SITE_TYPE,SITECODE,NAME,VARIABLE,cle,VALUE,SCORE,LABEL,DATA_SRCE
SSSI,ASSI198,Slieve Gullion,Maximum CLe exceedance,1,1.46162,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030277,Slieve Gullion,Maximum CLe exceedance,1,1.46162,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI027,Lough Beg,Maximum CLe exceedance,1,2.09463,3,High,2017 Ammonia Concentrations
SSSI,ASSI127,Garry Bog Part II,Maximum CLe exceedance,1,1.27339,2,Moderate,2017 Ammonia Concentrations
SAC,UK0016610,Garry Bog,Maximum CLe exceedance,1,1.27339,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI004,Garry Bog,Maximum CLe exceedance,1,1.18904,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI339,Brackagh Bog,Maximum CLe exceedance,1,2.35489,3,High,2017 Ammonia Concentrations
SSSI,ASSI295,Lough Gullion,Maximum CLe exceedance,1,1.77508,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI202,Giant's Causeway and Dunseverick,Maximum CLe exceedance,1,1.10301,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030224,North Antrim Coast,Maximum CLe exceedance,1,1.10791,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI221,Derryvore,Maximum CLe exceedance,1,2.24828,3,High,2017 Ammonia Concentrations
SSSI,ASSI372,Craigs,Maximum CLe exceedance,1,1.23209,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI409,Clermont & Anglesey Mountain,Maximum CLe exceedance,1,1.12905,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI238,Fathom Upper,Maximum CLe exceedance,1,1.29019,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI103,Carlingford Lough,Maximum CLe exceedance,1,2.06656,3,High,2017 Ammonia Concentrations
SSSI,ASSI260,Ballymacaldrack,Maximum CLe exceedance,1,1.08537,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI123,Caldanagh Bog,Maximum CLe exceedance,1,1.69395,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030199,Main Valley Bogs,Maximum CLe exceedance,1,3.61328,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI390,Prolusk,Maximum CLe exceedance,1,1.45091,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI158,Greenan Lough,Maximum CLe exceedance,1,1.87833,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI079,Derryleckagh,Maximum CLe exceedance,1,1.96989,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI160,Greenan,Maximum CLe exceedance,1,1.87833,2,Moderate,2017 Ammonia Concentrations
SAC,UK0016620,Derryleckagh,Maximum CLe exceedance,1,1.96989,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI009,Dunloy Bog,Maximum CLe exceedance,1,2.03352,3,High,2017 Ammonia Concentrations
SSSI,ASSI107,White Park Bay,Maximum CLe exceedance,1,1.10791,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI157,Castle Enigan,Maximum CLe exceedance,1,2.36525,3,High,2017 Ammonia Concentrations
SAC,UK0030214,Montiaghs Moss,Maximum CLe exceedance,1,1.63634,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI377,Shane's Castle,Maximum CLe exceedance,1,2.04535,3,High,2017 Ammonia Concentrations
SSSI,ASSI126,Frosses Bog,Maximum CLe exceedance,1,3.61328,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI217,Ballynanaghten,Maximum CLe exceedance,1,2.24744,3,High,2017 Ammonia Concentrations
SSSI,ASSI178,Rostrevor Wood,Maximum CLe exceedance,1,0.295,1,Low,2017 Ammonia Concentrations
SAC,UK0030268,Rostrevor Wood,Maximum CLe exceedance,1,0.295,1,Low,2017 Ammonia Concentrations
SSSI,ASSI303,Slieveanorra and Croaghan,Maximum CLe exceedance,1,1.00445,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI163,Tow River Wood,Maximum CLe exceedance,1,0.99759,1,Low,2017 Ammonia Concentrations
SAC,UK0030055,Rathlin Island,Maximum CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI033,Rathlin Island - Coast,Maximum CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI351,Western Mournes and Kilfeaghan Upper,Maximum CLe exceedance,1,1.60239,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI161,Breen Wood,Maximum CLe exceedance,1,0.84807,1,Low,2017 Ammonia Concentrations
SAC,UK0030097,Breen Wood,Maximum CLe exceedance,1,0.84807,1,Low,2017 Ammonia Concentrations
SSSI,ASSI356,Rathlin Island - Kebble,Maximum CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI265,Rathsherry,Maximum CLe exceedance,1,2.46472,3,High,2017 Ammonia Concentrations
SSSI,ASSI043,Rathlin Island - Ballygill North,Maximum CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI067,Garron Plateau,Maximum CLe exceedance,1,1.37881,2,Moderate,2017 Ammonia Concentrations
SAC,UK0016606,Garron Plateau,Maximum CLe exceedance,1,1.37881,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI037,Lackan Bog,Maximum CLe exceedance,1,2.83348,3,High,2017 Ammonia Concentrations
SSSI,ASSI352,White Water River,Maximum CLe exceedance,1,1.65867,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI169,Leathemstown,Maximum CLe exceedance,1,1.42599,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI302,Carey Valley,Maximum CLe exceedance,1,0.48694,1,Low,2017 Ammonia Concentrations
SSSI,ASSI045,Rathlin Island - Ballycarry,Maximum CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI063,Slievenacloy,Maximum CLe exceedance,1,12.17582,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI330,Fair Head and Murlough Bay,Maximum CLe exceedance,1,0.30893,1,Low,2017 Ammonia Concentrations
SSSI,ASSI095,Eastern Mournes,Maximum CLe exceedance,1,1.35249,2,Moderate,2017 Ammonia Concentrations
SAC,UK0016615,Eastern Mournes,Maximum CLe exceedance,1,1.35249,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI355,Glenariff Glen,Maximum CLe exceedance,1,0.13015,1,Low,2017 Ammonia Concentrations
SSSI,ASSI026,Cleggan Valley,Maximum CLe exceedance,1,0.93634,1,Low,2017 Ammonia Concentrations
SSSI,ASSI025,Glenariff,Maximum CLe exceedance,1,0.6513,1,Low,2017 Ammonia Concentrations
SSSI,ASSI024,Glen Burn,Maximum CLe exceedance,1,1.21893,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI408,Cranny Falls,Maximum CLe exceedance,1,0.51312,1,Low,2017 Ammonia Concentrations
SSSI,ASSI023,Glenarm Woods,Maximum CLe exceedance,1,0.98324,1,Low,2017 Ammonia Concentrations
SSSI,ASSI333,Galboly,Maximum CLe exceedance,1,0.0632299999999999,1,Low,2017 Ammonia Concentrations
SSSI,ASSI379,Mournes Coast,Maximum CLe exceedance,1,1.18183,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI406,Belvoir,Maximum CLe exceedance,1,1.23244,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI162,Straidkilly Wood,Maximum CLe exceedance,1,0.68567,1,Low,2017 Ammonia Concentrations
SAC,UK0016612,Murlough,Maximum CLe exceedance,1,1.64537,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI089,Murlough,Maximum CLe exceedance,1,1.64537,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI150,Ballybannan,Maximum CLe exceedance,1,1.28606,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI104,Outer Belfast Lough,Maximum CLe exceedance,1,3.57905,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI391,Knock Dhu Sallagh Braes,Maximum CLe exceedance,1,1.2694,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI323,Little Deer Park,Maximum CLe exceedance,1,0.51753,1,Low,2017 Ammonia Concentrations
SSSI,ASSI344,South Woodburn,Maximum CLe exceedance,1,0.91324,1,Low,2017 Ammonia Concentrations
SSSI,ASSI343,North Woodburn Reservoir,Maximum CLe exceedance,1,0.92808,1,Low,2017 Ammonia Concentrations
SSSI,ASSI022,North Woodburn Glen,Maximum CLe exceedance,1,0.91324,1,Low,2017 Ammonia Concentrations
SSSI,ASSI164,Craigantlet Woods,Maximum CLe exceedance,1,1.44573,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI399,Ballygalley Head,Maximum CLe exceedance,1,0.31397,1,Low,2017 Ammonia Concentrations
SSSI,ASSI155,Corbally,Maximum CLe exceedance,1,1.80623,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030180,Lecale Fens,Maximum CLe exceedance,1,1.80623,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI153,Ballykilbeg,Maximum CLe exceedance,1,1.76073,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030319,Ballykilbeg,Maximum CLe exceedance,1,1.76073,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI358,Tyrella and Minerstown,Maximum CLe exceedance,1,0.93704,1,Low,2017 Ammonia Concentrations
SSSI,ASSI211,Hollymount,Maximum CLe exceedance,1,1.07263,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030169,Hollymount,Maximum CLe exceedance,1,1.07263,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI149,Aughnadarragh Lough,Maximum CLe exceedance,1,1.54233,2,Moderate,2017 Ammonia Concentrations
SAC,UK0030318,Aughnadarragh Lough,Maximum CLe exceedance,1,1.54233,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI106,Larne Lough,Maximum CLe exceedance,1,1.2512,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI345,Copeland Reservoir,Maximum CLe exceedance,1,0.91555,1,Low,2017 Ammonia Concentrations
SSSI,ASSI241,Newlands,Maximum CLe exceedance,1,1.3177,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI170,Quoile,Maximum CLe exceedance,1,1.24196,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI148,Turmennan,Maximum CLe exceedance,1,3.03872,4,Very High,2017 Ammonia Concentrations
SAC,UK0030291,Turmennan,Maximum CLe exceedance,1,3.03872,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI006,Strangford Lough Part 1,Maximum CLe exceedance,1,1.18855,2,Moderate,2017 Ammonia Concentrations
SAC,UK0016618,Strangford Lough,Maximum CLe exceedance,1,1.23685,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI034,Strangford Lough Part 3,Maximum CLe exceedance,1,1.23685,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI105,Outer Ards,Maximum CLe exceedance,1,2.14426,3,High,2017 Ammonia Concentrations
SSSI,ASSI386,St. John's Point,Maximum CLe exceedance,1,0.48106,1,Low,2017 Ammonia Concentrations
SSSI,ASSI032,Strangford Lough Part 2,Maximum CLe exceedance,1,1.1861,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI132,Heron and Carrigullian Loughs,Maximum CLe exceedance,1,1.0636,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI151,Ballycam,Maximum CLe exceedance,1,0.21828,1,Low,2017 Ammonia Concentrations
SSSI,ASSI225,Killough Bay and Strand Lough,Maximum CLe exceedance,1,1.05793,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI193,Castletown,Maximum CLe exceedance,1,0.85549,1,Low,2017 Ammonia Concentrations
SSSI,ASSI152,Ballynagross Lower,Maximum CLe exceedance,1,1.05639,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI159,Loughmoney,Maximum CLe exceedance,1,0.86739,1,Low,2017 Ammonia Concentrations
SSSI,ASSI273,Sheepland Coast,Maximum CLe exceedance,1,0.71675,1,Low,2017 Ammonia Concentrations
SSSI,ASSI039,Loughkeelan,Maximum CLe exceedance,1,1.51545,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI156,Carrowcarlin,Maximum CLe exceedance,1,1.04498,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI321,Tullyratty,Maximum CLe exceedance,1,1.04498,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI336,Blaeberry Island Bog,Maximum CLe exceedance,1,1.70494,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI086,Killard,Maximum CLe exceedance,1,0.96399,1,Low,2017 Ammonia Concentrations
SSSI,ASSI354,Lough Cowey,Maximum CLe exceedance,1,0.76239,1,Low,2017 Ammonia Concentrations
SSSI,ASSI087,Ballyquintin Point,Maximum CLe exceedance,1,0.52215,1,Low,2017 Ammonia Concentrations
SSSI,ASSI140,Lough Melvin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030047,Lough Melvin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI017,Garvros,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI018,Moneendogue,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI020,Drumlisaleen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI403,Rushy Hill,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI297,Knocknashangan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI299,Ross,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI400,Frevagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI332,Tower More,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI353,Lough Anierin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI190,Tullysranadeega,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI019,Lergan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI065,Pettigoe Plateau,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016607,Pettigoe Plateau,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI402,Drumcully,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI385,Stranacally,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI331,Glen East,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI271,Big Dog Scarps and Lakes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI270,Lough Navar Scarps and Lakes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI359,Lough Naman Bog and Lake,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI168,Glennasheevar,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI191,The Cliffs of Magho,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI380,Lough Formal,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI201,West Fermanagh Scarplands,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030300,West Fermanagh Scarplands,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI393,Lough Alaban,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI111,Largalinny,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030045,Largalinny,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI375,Marlbank,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI069,Cuilcagh Mountain,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016603,Cuilcagh Mountain,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI207,Kilnameel,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI013,Monawilkin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016619,Monawilkin,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI357,Killeter Forest and Bogs and Lakes,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI324,Keadew,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI298,Blackslee,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI322,Drumbegger,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI016,Beagh Big,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI263,Cruninish Island,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI134,Essan Burn and Mullyfamore,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI378,Croagh Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI376,Florence Court,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI264,Hare Island,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI070,Tattenamona Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI269,Devenish Island,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016614,Upper Lough Erne,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI300,Scraghy,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI093,Upper Lough Erne - Belleisle,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI166,Knockninny Hill,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI048,Corraslough Point,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI094,Upper Lough Erne - Trannish,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI350,Castlecoole,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI015,Moninea Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030212,Moninea Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI005,Moneygal Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI209,Moneygal Bog Part II,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030211,Moneygal Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI071,Upper Lough Erne - Crom,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI054,Inishroosk,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI276,Sloughan and Willmount Glens,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI401,Drumowen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI294,Lough Corr,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI364,Tempo River,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI274,Dunaree Hill,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI008,Fairy Water Bogs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016611,Fairy Water Bogs,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI275,Kirlish,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI090,Upper Lough Erne - Galloon,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI349,Baronscourt,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI058,Strabane Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI128,McKean's Moss,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI165,McKean's Moss Part II,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI129,Tonnagh Beg Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030325,Tonnagh Beg Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI124,Cranny Bogs,Mean CLe exceedance,3,0.734270707057931,1,Low,2017 Ammonia Concentrations
SAC,UK0030321,Cranny Bogs,Mean CLe exceedance,3,0.734270707057931,1,Low,2017 Ammonia Concentrations
SSSI,ASSI110,Finn Floods,Mean CLe exceedance,3,0.0794752908011871,1,Low,2017 Ammonia Concentrations
SSSI,ASSI268,Round Lough and Lough Fadda,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI130,Tully Bog,Mean CLe exceedance,3,0.00198687378640727,1,Low,2017 Ammonia Concentrations
SAC,UK0030326,Tully Bog,Mean CLe exceedance,3,0.00198687378640772,1,Low,2017 Ammonia Concentrations
SSSI,ASSI196,Grange Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI213,Owenkillew River,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030233,Owenkillew River,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI014,Knockballymore Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016621,Magheraveely Marl Loughs,Mean CLe exceedance,3,0.946192384066586,1,Low,2017 Ammonia Concentrations
SSSI,ASSI081,Burdautien Lough,Mean CLe exceedance,3,1.28552378594249,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI078,Kilroosky Lough,Mean CLe exceedance,3,1.10591226489028,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI080,Summerhill Lough,Mean CLe exceedance,3,0.0393999999999997,1,Low,2017 Ammonia Concentrations
SSSI,ASSI223,Cullentra Lough,Mean CLe exceedance,3,0.183504626006905,1,Low,2017 Ammonia Concentrations
SSSI,ASSI197,Corbylin Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI062,Owenkillew and Glenelly Woods,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI077,Slieve Beagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016622,Slieve Beagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI195,Silverbrook Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI121,Annachullion Lough,Mean CLe exceedance,3,1.7260513830955,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI309,Mullaghcarn,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI296,River Faughan and Tributaries,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030361,River Faughan and Tributaries,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI122,Drumacrittin Lough,Mean CLe exceedance,3,1.85553987421384,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI392,Cloghcor Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI308,Annaghagh Bog,Mean CLe exceedance,3,0.048225679557155,1,Low,2017 Ammonia Concentrations
SSSI,ASSI227,Bonds Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI261,Lough McCall,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI035,Deroran Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030324,Deroran Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI051,Lough Foyle,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI061,Ervey Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI398,Cavan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI056,Drumlea and Mullan Woods,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI060,Ness Wood,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI262,Lough na blaney bane,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI237,Derrycloony Lough,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI397,Roeveagh,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI224,Fymore Lough,Mean CLe exceedance,3,0.169931415929204,1,Low,2017 Ammonia Concentrations
SSSI,ASSI348,Lough Macrory,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI007,Black Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016609,Black Bog,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI057,Glenmore Wood,Mean CLe exceedance,3,0.0540433356594554,1,Low,2017 Ammonia Concentrations
SAC,UK0030360,River Roe and Tributaries,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030296,Upper Ballinderry River,Mean CLe exceedance,3,0.054934529393039,1,Low,2017 Ammonia Concentrations
SSSI,ASSI407,Lough Lark,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI059,Altmover Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI239,Black Lough (Tyrone),Mean CLe exceedance,3,0.453062909647779,1,Low,2017 Ammonia Concentrations
SSSI,ASSI064,Banagher Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030083,Banagher Glen,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI068,Magilligan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016613,Magilligan,Mean CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI146,Tullybrick Lough,Mean CLe exceedance,3,4.77511,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI342,Caledon and Tynan,Mean CLe exceedance,3,9.26254843896014,4,Very High,2017 Ammonia Concentrations
